ID,Name,Age,Height(cm),Weight(kg),Nationality,Club,Value,Wage,Player_Position,Preferred_Foot,Body_Type,Stamina
213272,L. Cháves,23,179,75,Argentina,Argentinos Juniors,1100000,4000,GK,Right,Normal,43
213573,M. Gersbeck,24,187,80,Germany,Karlsruher SC,1100000,5000,GK,Left,Normal,33
213736,J. Gonzalez,24,193,84,United States,FC Dallas,1100000,3000,GK,Right,Normal,30
215557,Denilson,23,187,72,Brazil,CD Tondela,1500000,4000,ST,Right,Lean,75
215638,L. Lindsay,23,190,89,Scotland,Stoke City,1300000,12000,CB,Left,Normal,73
216463,H. Sakhi,23,173,68,Morocco,AJ Auxerre,1500000,3000,CAM,Right,Lean,66
218880,S. Marreh,23,186,78,Gambia,KAS Eupen,1300000,5000,CDM,Right,Normal,72
220395,Mula,22,177,64,Spain,Málaga CF,1500000,5000,LM,Right,Normal,62
220969,N. Eliasson,23,178,72,Sweden,Bristol City,1500000,17000,LM,Left,Normal,69
223791,R. Niyaz,24,165,60,Turkey,Denizlispor,1500000,10000,CM,Left,Lean,66
224389,J. Larsson,22,175,69,Sweden,Spartak Moscow,1500000,1000,ST,Left,Lean,75
225071,B. Whiteman,23,185,68,England,Doncaster Rovers,1300000,5000,CDM,Right,Lean,83
225200,Kike Barja,22,178,69,Spain,CA Osasuna,1500000,12000,LM,Right,Lean,64
226157,Javi Muñoz,24,176,75,Spain,Deportivo Alavés,1500000,9000,CM,Right,Normal,69
227557,M. Cassierra,22,183,75,Colombia,Racing Club,1500000,9000,ST,Right,Lean,69
228519,R. Zekhnini,21,179,63,Norway,FC Twente,1500000,5000,LW,Right,Lean,69
228568,P. Joosten,23,180,66,Netherlands,FC Utrecht,1500000,9000,LW,Right,Lean,69
228699,D. Wouters,22,191,81,Belgium,KRC Genk,1300000,6000,CDM,Left,Normal,74
228715,B. Van Durmen,22,185,79,Belgium,Royal Excel Mouscron,1300000,5000,CDM,Left,Normal,74
229361,Undabarrena,24,182,76,Spain,CD Tenerife,1300000,4000,CDM,Right,Normal,72
229702,J. Mees,23,180,76,Germany,1. FC Union Berlin,1500000,16000,LW,Right,Lean,66
232090,G. Aburjania,24,186,75,Georgia,FC Twente,1300000,4000,CDM,Right,Lean,64
233520,B. Atik,24,169,73,Turkey,SG Dynamo Dresden,1500000,8000,CAM,Right,Lean,71
235458,C. Kipré,22,193,96,Ivory Coast,Wigan Athletic,1300000,7000,CB,Right,Stocky,66
235513,S. Ganvoula,23,191,85,Congo,VfL Bochum 1848,1500000,9000,ST,Right,Lean,62
235580,I. Sackey,25,190,88,Ghana,Alanyaspor,1300000,6000,CDM,Right,Normal,76
235629,O. De Wolf,22,190,83,Belgium,KAS Eupen,1100000,4000,GK,Left,Lean,23
236692,Marc Gual,23,184,73,Spain,Girona FC,1500000,5000,ST,Right,Lean,73
237420,V. Janjičić,20,180,82,Switzerland,Hamburger SV,1400000,5000,CDM,Right,Normal,75
238486,C. Oliveira Souza,23,172,68,Brazil,SC Paderborn 07,1500000,10000,RM,Right,Normal,65
238839,L. Wing,24,181,75,England,Middlesbrough,1500000,14000,CM,Right,Lean,75
239485,J. Pius,23,193,86,Nigeria,Royal Antwerp FC,1300000,5000,CB,Right,Normal,69
242339,E. López,24,179,79,Colombia,Estudiantes de La Plata,1500000,8000,ST,Right,Normal,64
243647,A. Bayındır,21,198,73,Turkey,Fenerbahçe SK,1100000,12000,GK,Right,Lean,25
248021,I. Cristea,24,184,77,Romania,FCSB (Steaua),1300000,6000,CB,Right,Lean,72
251294,Guga Rodrigues,21,168,63,Portugal,Famalicão,1500000,5000,CM,Right,Normal,79
209532,D. Bachmann,24,191,81,Austria,Watford,1100000,16000,GK,Right,Normal,36
212948,F. Ondoa,23,185,87,Cameroon,KV Oostende,1100000,5000,GK,Right,Normal,43
213404,P. Dawidowicz,24,189,80,Poland,Hellas Verona,1300000,6000,CB,Right,Normal,72
213699,A. Fletcher,23,188,78,England,Middlesbrough,1500000,15000,ST,Right,Lean,65
213702,H. Ongenda,24,171,72,DR Congo,FC Botoşani,1400000,5000,CAM,Right,Normal,67
213948,D. Holmes,24,173,65,United States,Derby County,1400000,12000,CAM,Right,Lean,63
214907,F. Bahlouli,24,182,82,France,LOSC Lille,1400000,14000,CAM,Right,Normal,42
214929,Varela,24,174,68,Spain,Os Belenenses,1300000,3000,LB,Left,Lean,74
215487,G. Engvall,23,184,85,Sweden,KV Mechelen,1500000,7000,ST,Right,Normal,75
215965,C. Strandberg,23,185,85,Sweden,Örebro SK,1500000,3000,ST,Left,Stocky,66
216416,J. Gyamerah,24,184,77,Germany,Hamburger SV,1300000,6000,RB,Right,Normal,69
218298,S. Allagbé,25,187,71,Benin,Chamois Niortais Football Club,1100000,3000,GK,Right,Lean,28
218744,J. Byrne,23,175,73,Republic of Ireland,Shamrock Rovers,1400000,2000,RM,Right,Lean,72
220815,J. Narváez,24,181,79,Colombia,Real Betis,1400000,9000,LM,Right,Normal,63
221312,A. Pérez,25,182,77,Colombia,Querétaro,1300000,5000,CB,Left,Normal,61
222391,J. Minala,22,184,84,Cameroon,Lazio,1400000,17000,CM,Right,Stocky,75
222693,H. Fertoli,24,174,63,Argentina,San Lorenzo de Almagro,1400000,8000,LM,Right,Lean,62
223010,L. Morosini,23,175,70,Italy,Brescia,1400000,6000,CAM,Right,Normal,71
223344,Wei Shihao,24,177,64,China PR,Guangzhou Evergrande Taobao FC,1400000,9000,LM,Right,Lean,74
223686,T. Wellenreuther,23,186,80,Germany,Willem II,1100000,3000,GK,Right,Normal,31
223981,M. Clark,23,180,73,England,Vitesse,1300000,7000,LB,Left,Normal,74
224424,R. Neudecker,22,175,72,Germany,VVV-Venlo,1400000,4000,CAM,Left,Lean,72
224876,M. Curado,24,187,80,Argentina,Crotone,1300000,2000,CB,Right,Normal,63
226129,J. Gorenc Stanković,23,190,78,Slovenia,Huddersfield Town,1300000,12000,CB,Right,Lean,60
226167,J. Dehm,23,181,73,Germany,Holstein Kiel,1300000,6000,RB,Right,Lean,74
227706,J. Hromada,23,180,76,Slovakia,SK Slavia Praha,1300000,1000,CDM,Right,Normal,68
228415,L. Godoy,24,180,70,Argentina,Club Atlético Talleres,1300000,6000,RB,Right,Lean,79
228516,D. Ivan,24,173,68,Slovakia,Chievo Verona,1400000,2000,RM,Left,Lean,78
231587,L. Caicedo,23,172,67,Colombia,New England Revolution,1300000,3000,CDM,Right,Lean,93
232000,Lee Seung Woo,21,173,63,Korea Republic,Hellas Verona,1500000,6000,CAM,Right,Normal,55
232571,S. Nakatani,23,184,79,Japan,Nagoya Grampus,1300000,3000,CB,Right,Normal,72
232810,T. Kida,24,169,63,Japan,Yokohama F. Marinos,1300000,3000,CDM,Right,Normal,93
232882,K. Misao,23,181,73,Japan,Kashima Antlers,1400000,4000,CM,Right,Normal,73
233125,M. Hartel,23,177,68,Germany,DSC Arminia Bielefeld,1400000,8000,LW,Right,Lean,68
233267,M. Turner,25,191,79,United States,New England Revolution,1100000,3000,GK,Right,Lean,35
233730,Y. Meité,23,184,82,Ivory Coast,Reading,1500000,10000,ST,Left,Stocky,61
233790,Thiago Martins,24,185,76,Brazil,Yokohama F. Marinos,1300000,3000,CB,Right,Lean,68
234779,Caro,25,186,79,Spain,SD Ponferradina,1100000,3000,GK,Right,Normal,41
235729,D. Bates,22,190,83,Scotland,Sheffield Wednesday,1300000,10000,CB,Right,Normal,60
236330,V. Cojocaru,23,196,89,Romania,FC Viitorul,1100000,3000,GK,Right,Lean,28
236997,Cris Salvador,24,183,80,Spain,Real Sporting de Gijón,1300000,4000,CDM,Right,Normal,79
237574,S. Tetteh,22,180,68,Ghana,LASK Linz,1500000,6000,ST,Right,Normal,66
238674,K. Broll,23,184,85,Germany,SG Dynamo Dresden,1100000,6000,GK,Right,Normal,25
238882,Dani Ojeda,24,180,75,Spain,Albacete BP,1400000,4000,LM,Right,Lean,68
242087,H. Morita,24,177,74,Japan,Kawasaki Frontale,1300000,4000,CDM,Right,Lean,69
242998,Klauss,22,190,85,Brazil,LASK Linz,1500000,6000,ST,Right,Normal,68
243558,Óscar Valentín,24,177,65,Spain,Rayo Vallecano,1300000,3000,CDM,Right,Lean,77
246398,S. Rojas,23,185,80,Paraguay,Paraguay,0,0,GK,Right,Normal,26
247880,D. Valdez,25,181,74,Paraguay,Atlético de San Luis,1300000,6000,CDM,Left,Lean,74
252685,N. Dunga,23,180,70,Egypt,Egypt,0,0,CDM,Right,Normal,71
192001,C. Guzmán,25,176,72,Mexico,Club Necaxa,1200000,6000,RB,Right,Lean,78
200820,J. Obita,25,180,74,England,Reading,1200000,9000,LB,Left,Normal,61
204380,J. Brinkies,26,188,87,Germany,FSV Zwickau,1000000,1000,GK,Right,Stocky,42
205618,S. Walsh,24,180,76,Netherlands,SV Zulte-Waregem,1200000,6000,RB,Right,Normal,86
208597,H. Hermannsson,24,190,81,Iceland,Brøndby IF,1300000,8000,CB,Right,Normal,67
209769,B. Başaçıkoğlu,24,179,70,Turkey,Kayserispor,1400000,6000,LM,Right,Normal,66
211204,D. John,24,178,75,Wales,Swansea City,1200000,10000,LB,Left,Normal,74
211671,J. Radošević,25,180,74,Croatia,Brøndby IF,1300000,9000,CDM,Right,Stocky,74
213445,E. López,24,167,67,Mexico,Guadalajara,1400000,15000,RM,Left,Normal,64
213949,K. Wriedt,24,188,82,Ghana,Bayern München II,1400000,3000,ST,Left,Normal,65
215067,D. Rosero Valencia,25,183,83,Colombia,Deportivo Cali,1200000,2000,CB,Right,Stocky,86
215751,G. Monachello,25,184,79,Italy,Pordenone,1400000,2000,ST,Left,Normal,70
215810,C. Lombardi,23,180,75,Italy,US Salernitana 1919,1400000,2000,LW,Right,Normal,34
216408,L. Spalvis,24,189,78,Lithuania,1. FC Kaiserslautern,1400000,3000,ST,Left,Lean,55
216802,J. Kaprof,24,169,71,Argentina,Arsenal de Sarandí,1400000,5000,ST,Right,Normal,56
218047,P. Bijen,24,189,87,Netherlands,FC Twente,1300000,4000,CB,Right,Normal,67
219594,A. Barberis,25,177,72,Italy,Crotone,1400000,2000,CM,Right,Lean,81
219852,A. Ferrari,25,191,80,Italy,Sampdoria,1200000,13000,RB,Right,Lean,68
220509,L. Venuti,24,176,66,Italy,Fiorentina,1200000,17000,RB,Right,Lean,80
220968,A. El Messaoudi,23,182,83,Morocco,FC Groningen,1400000,5000,CM,Right,Stocky,74
221452,Nano,24,178,77,Spain,Cádiz CF,1400000,5000,ST,Right,Normal,69
221885,P. Seguin,24,186,79,Germany,SpVgg Greuther Fürth,1300000,4000,CDM,Right,Lean,74
222775,T. Pachonik,24,185,87,Germany,VVV-Venlo,1200000,4000,RB,Right,Normal,84
223603,F. Bredlow,24,190,90,Germany,VfB Stuttgart,1100000,8000,GK,Left,Normal,20
223727,C. MacGillivray,26,188,78,Scotland,Portsmouth,1000000,5000,GK,Right,Normal,30
223790,S. Becker,24,180,75,Netherlands,1. FC Union Berlin,1400000,16000,RW,Right,Normal,71
223820,C. Rodríguez,25,179,72,Colombia,Deportivo Cali,1400000,2000,CAM,Left,Lean,62
224067,J. Tverskov,26,185,85,Denmark,Odense Boldklub,1200000,7000,CB,Right,Normal,70
225341,David García,25,185,72,Spain,CA Osasuna,1200000,12000,CB,Right,Lean,70
225396,B. Ampuero,25,182,82,Chile,CD Antofagasta,1200000,2000,CB,Right,Normal,64
225632,O. Burke,22,188,85,Scotland,West Bromwich Albion,1400000,18000,ST,Right,Normal,73
226495,Sergio Santos,24,180,77,Brazil,Philadelphia Union,1400000,4000,ST,Left,Lean,72
226662,B. Nieuwkoop,23,181,75,Netherlands,Feyenoord,1200000,5000,RB,Right,Normal,73
227617,L. Jallow,24,185,80,Gambia,US Salernitana 1919,1400000,2000,ST,Right,Lean,72
227794,C. Verdonk,22,174,67,Netherlands,FC Twente,1200000,4000,LB,Left,Normal,74
228349,M. Vojvoda,24,186,79,Kosovo,Standard de Liège,1200000,6000,RB,Right,Normal,72
228810,J. Amoah,24,178,71,Ghana,Vitória Guimarães,1400000,5000,CM,Right,Lean,53
229039,Johannesson,25,176,70,Iceland,Real Oviedo,1200000,5000,RB,Right,Normal,92
229210,M. Osman,25,183,78,Syria,Heracles Almelo,1400000,4000,CM,Right,Normal,73
229692,J. Huth,25,185,80,Germany,SC Paderborn 07,1000000,8000,GK,Right,Normal,32
231128,H. Toledo,23,179,72,Argentina,Club Atlético Banfield,1400000,7000,LW,Right,Lean,66
232870,N. Ueda,24,186,77,Japan,KSV Cercle Brugge,1300000,6000,CB,Right,Lean,78
234381,J. Müller,25,183,83,Germany,SG Dynamo Dresden,1200000,8000,CB,Right,Lean,65
234781,Martínez,26,188,80,Spain,Granada CF,1200000,9000,CB,Left,Lean,65
235515,Benito,23,178,74,Spain,UD Las Palmas,1400000,5000,LM,Left,Normal,64
236993,N. Lima,24,175,79,United States,San Jose Earthquakes,1200000,3000,RB,Right,Stocky,78
237540,P. Förster,24,188,82,Germany,SV Sandhausen,1400000,3000,CAM,Left,Normal,86
238779,J. Verlaat,23,192,91,Netherlands,SV Sandhausen,1300000,3000,CB,Right,Normal,43
240045,I. Ljubić,22,184,75,Austria,SK Sturm Graz,1400000,9000,CM,Right,Normal,75
242306,G. Soto,25,175,65,Chile,CD Palestino,1200000,2000,RB,Right,Lean,80
243551,A. Gholizadeh,23,176,69,Iran,Sporting de Charleroi,1400000,6000,RM,Left,Normal,70
243628,A. Vukotić,23,201,95,Serbia,Waasland-Beveren,1300000,5000,CB,Left,Normal,62
244605,C. Albanis,24,184,80,Greece,AEK Athens,1400000,1000,LM,Right,Normal,66
244950,J. Rodríguez,25,188,76,Argentina,Defensa y Justicia,1200000,6000,CB,Right,Normal,63
246716,J. Van den Bergh,24,189,84,Belgium,KAA Gent,1300000,8000,CB,Left,Normal,70
248112,I. Vînă,24,179,73,Romania,FCSB (Steaua),1400000,7000,CAM,Left,Normal,58
198776,J. Williams,25,168,60,Wales,Charlton Athletic,1400000,8000,CAM,Right,Lean,63
201208,D. Henry,26,188,82,Canada,Vancouver Whitecaps FC,1200000,4000,CB,Right,Normal,59
203363,G. Valsvik,26,196,91,Norway,Rosenborg BK,1200000,3000,CB,Left,Normal,71
204269,Z. Clark,27,191,85,Scotland,St. Johnstone FC,950000,3000,GK,Right,Normal,24
204846,J. Blackman,25,199,93,England,Chelsea,1000000,26000,GK,Right,Normal,25
205089,M. Valoti,25,187,76,Italy,SPAL,1300000,7000,CM,Right,Lean,63
206106,C. Şahin,24,175,70,Turkey,FC St. Pauli,1400000,8000,RM,Left,Lean,64
206145,B. Uphoff,25,192,84,Germany,Karlsruher SC,1000000,5000,GK,Right,Normal,23
206310,L. Azouni,25,175,73,Tunisia,KV Kortrijk,1200000,6000,RB,Right,Normal,81
207804,A. Bell,25,180,77,England,Blackburn Rovers,1200000,9000,LB,Left,Normal,76
208019,D. Bain,25,181,74,France,Stade Brestois 29,1200000,8000,CB,Right,Normal,73
208169,L. Gülen,25,185,77,Switzerland,Kayserispor,1200000,6000,CB,Right,Normal,78
208324,P. Polomat,25,183,78,France,Gençlerbirliği SK,1200000,8000,LB,Left,Normal,77
208424,M. Ricci,25,179,66,Italy,Spezia,1300000,2000,CM,Right,Lean,76
208782,M. van der Hart,25,188,87,Netherlands,Lech Poznań,1000000,4000,GK,Left,Normal,33
209816,Buatu,25,187,87,Angola,Royal Excel Mouscron,1200000,5000,CB,Right,Normal,66
211783,Bruno Mendes,24,184,77,Brazil,Cerezo Osaka,1400000,4000,ST,Right,Normal,70
212238,B. Halimi,24,170,68,Kosovo,Brøndby IF,1300000,9000,CM,Left,Normal,68
212420,M. Sarr,25,196,89,France,Charlton Athletic,1200000,8000,CB,Left,Normal,72
212481,R. Klingenburg,25,190,83,Germany,SG Dynamo Dresden,1300000,9000,CM,Right,Normal,78
212944,J. Cevallos,24,186,76,Ecuador,Portimonense SC,1400000,4000,CAM,Right,Lean,72
213105,L. Evans,24,186,88,Wales,Wigan Athletic,1200000,7000,CDM,Right,Normal,75
213444,R. González,25,175,78,Mexico,Club América,1300000,22000,CM,Right,Lean,71
213536,M. Crépeau,25,183,88,Canada,Vancouver Whitecaps FC,1000000,3000,GK,Right,Stocky,43
213602,O. Bosso,25,167,69,Chile,Audax Italiano,1200000,3000,RB,Right,Lean,72
213614,S. Gustafson,24,186,80,Sweden,Torino,1300000,16000,CM,Right,Lean,67
214680,G. Gallon,26,186,79,France,ESTAC Troyes,975000,3000,GK,Right,Normal,29
214884,M. Nalepa,26,189,80,Poland,Lechia Gdańsk,1200000,4000,CB,Right,Normal,69
215572,Alberto,26,186,78,Spain,CD Tenerife,1200000,5000,CB,Right,Stocky,80
220421,H. Kamara,25,168,67,France,Stade de Reims,1200000,11000,LB,Left,Normal,70
222881,Auro,23,168,61,Brazil,Toronto FC,1200000,3000,RB,Right,Normal,79
223938,K. Hazard,23,171,70,Belgium,KSV Cercle Brugge,1400000,7000,RW,Right,Normal,50
224376,Philipe Sampaio,24,191,83,Brazil,CD Tondela,1200000,3000,CB,Right,Lean,70
225666,D. Nagy,24,174,69,Hungary,Legia Warszawa,1400000,5000,LM,Left,Lean,78
226652,Park Yong Woo,25,186,80,Korea Republic,Ulsan Hyundai FC,1300000,4000,CM,Right,Normal,79
228290,J. Laporte,25,185,82,France,FC Lorient,1200000,4000,CB,Right,Normal,81
229892,Álex López,25,186,84,Spain,Extremadura UD,1400000,4000,ST,Left,Normal,56
230625,Matheus Reis,24,184,79,Brazil,Rio Ave FC,1200000,4000,LB,Left,Normal,73
232406,R. Krauße,25,179,75,Germany,FC Ingolstadt 04,1200000,4000,CDM,Right,Normal,90
232894,T. Iwanami,25,186,72,Japan,Urawa Red Diamonds,1200000,6000,CB,Right,Lean,69
233226,T. Nara,25,180,77,Japan,Kawasaki Frontale,1200000,4000,CB,Right,Lean,71
234735,A. Jovanović,26,192,85,Serbia,SD Huesca,975000,3000,GK,Right,Normal,27
236630,Walterson,24,180,74,Brazil,Famalicão,1400000,5000,LM,Right,Normal,71
237051,M. Turay,24,178,70,Sierra Leone,Djurgårdens IF,1400000,3000,ST,Right,Normal,77
237665,K. Chinen,24,177,71,Japan,Kawasaki Frontale,1400000,5000,ST,Right,Lean,65
239627,A. Zreľák,25,183,80,Slovakia,1. FC Nürnberg,1400000,8000,ST,Left,Normal,73
240100,T. Augello,24,180,70,Italy,Sampdoria,1200000,12000,LB,Left,Normal,77
241498,R. Ibarra,24,174,77,Ecuador,Pachuca,1400000,9000,LM,Right,Normal,80
244135,A. Radovanović,25,189,83,Serbia,Racing Club de Lens,1200000,5000,CB,Left,Normal,64
244787,M. Havel,24,183,77,Czech Republic,Viktoria Plzeň,1200000,1000,RB,Right,Normal,75
248097,C. Belu-Iordache,25,185,75,Romania,FCSB (Steaua),1200000,7000,RB,Right,Normal,78
252360,C. Comara,25,185,72,Ivory Coast,Côte d'Ivoire,0,0,CB,Left,Lean,71
188657,D. Rudd,28,191,85,England,Preston North End,950000,10000,GK,Right,Lean,31
190979,E. Hussain,26,176,69,Norway,Molde FK,1300000,4000,CM,Left,Lean,78
192110,C. Fierro,24,175,70,Mexico,San Jose Earthquakes,1300000,4000,RM,Right,Lean,77
193504,S. Caulker,27,191,77,England,Alanyaspor,1100000,7000,CB,Right,Normal,57
196952,J. Bidwell,26,183,70,England,Swansea City,1100000,12000,LB,Left,Normal,77
196953,A. Nsiala,27,193,83,DR Congo,Ipswich Town,1100000,7000,CB,Right,Normal,80
198379,G. Thorne,26,188,84,England,Derby County,1200000,12000,CDM,Right,Normal,57
199569,E. Torres,26,183,81,Mexico,Club Tijuana,1300000,11000,ST,Right,Lean,64
200059,C. Coosemans,26,186,84,Belgium,KAA Gent,950000,7000,GK,Right,Normal,30
203138,J. Scowen,26,178,74,England,Queens Park Rangers,1200000,5000,CDM,Right,Normal,83
203491,A. O'Brien,25,183,72,Republic of Ireland,Millwall,1300000,7000,LM,Right,Normal,76
204078,R. Wolski,26,180,70,Poland,Lechia Gdańsk,1300000,5000,CAM,Right,Lean,64
204289,S. Berahino,25,180,82,Burundi,SV Zulte-Waregem,1300000,8000,ST,Right,Normal,57
204504,F. Lewis,26,180,75,Netherlands,Willem II,1100000,5000,RB,Right,Normal,77
204676,Gus Ledes,26,173,70,Portugal,CD Numancia,1300000,6000,CM,Left,Normal,78
204709,D. Rubio,26,179,77,Chile,Colorado Rapids,1300000,5000,ST,Right,Normal,70
204895,B. Omrani,25,187,92,France,CFR Cluj,1300000,7000,ST,Left,Normal,78
205158,Guillermo,26,181,74,Spain,CD Numancia,1300000,6000,ST,Right,Lean,89
205641,L. Nangis,25,172,73,France,Sarpsborg 08 FF,1300000,3000,RM,Right,Normal,69
205892,B. Tashchy,25,192,90,Ukraine,FC St. Pauli,1300000,9000,ST,Right,Normal,80
206207,W. Zahibo,25,191,80,France,New England Revolution,1200000,4000,CDM,Right,Lean,72
206565,J. Walker,26,175,70,Scotland,Heart of Midlothian,1300000,5000,CAM,Right,Normal,74
207640,M. Yattara,25,185,79,Guinea,AJ Auxerre,1300000,4000,ST,Right,Lean,60
208014,M. Pearson,25,190,72,England,Luton Town,1200000,8000,CB,Right,Normal,71
208018,T. Lam,25,188,76,Finland,PEC Zwolle,1200000,5000,CB,Right,Lean,73
208024,M. Wallace,26,188,75,Scotland,Millwall,1200000,7000,CB,Left,Normal,78
208096,T. Eisfeld,26,177,76,Germany,VfL Bochum 1848,1300000,9000,CAM,Right,Normal,67
208638,Rober Correa,26,180,71,Spain,SD Eibar,1100000,10000,RB,Right,Lean,62
209196,P. Ziereis,26,189,82,Germany,FC St. Pauli,1200000,8000,CB,Right,Lean,52
209698,B. Touré,27,183,77,Mali,AJ Auxerre,1200000,4000,CDM,Right,Lean,74
209758,V. Alvarado,26,181,77,United States,Club Necaxa,1200000,6000,CB,Right,Normal,66
210004,B. Saller,26,178,70,Germany, SSV Jahn Regensburg,1100000,6000,RB,Right,Normal,73
210263,M. Duffy,24,179,75,Northern Ireland,Dundalk,1300000,2000,LM,Right,Lean,77
211068,K. Kodro,25,190,80,Bosnia Herzegovina,Athletic Club de Bilbao,1300000,11000,ST,Right,Lean,64
211384,J. Lowe,24,183,75,England,Wigan Athletic,1300000,8000,RM,Right,Lean,72
211791,M. Konczkowski,25,181,74,Poland,Piast Gliwice,1300000,4000,RM,Right,Normal,86
212205,N. Storm,24,178,74,Belgium,KV Mechelen,1300000,6000,RM,Right,Normal,75
212232,J. Maclaren,25,179,76,Australia,Melbourne City FC,1300000,7000,ST,Right,Normal,80
212469,A. Ghazal,27,189,84,Egypt,Egypt,0,0,CDM,Right,Normal,76
213497,J. Une Larsson,25,180,74,Sweden,Djurgårdens IF,1200000,3000,CB,Right,Normal,71
214274,J. Chunga,27,180,80,Colombia,Junior FC,925000,2000,GK,Right,Normal,33
214401,H. Urrego,26,187,76,Colombia,Independiente Medellín,1200000,2000,CB,Right,Normal,76
214413,S. Martínez,25,175,68,Chile,CD Huachipato,1200000,4000,CDM,Right,Lean,81
214594,M. Laba,27,175,70,Argentina,Unión La Calera,1200000,2000,CDM,Right,Normal,83
214949,H. Manzala,25,177,71,DR Congo,Le Mans FC,1300000,3000,LM,Right,Normal,63
215020,J. Cavallaro,25,172,73,Argentina,Unión de Santa Fe,1300000,7000,LM,Right,Normal,61
218991,M. Gómez,25,186,72,Colombia,Rionegro Águilas,1300000,1000,LM,Left,Lean,76
219546,J. Murillo,25,183,72,Colombia,Independiente Medellín,1200000,2000,CB,Right,Normal,84
219582,S. Fortès,27,192,85,Cape Verde,Racing Club de Lens,1100000,5000,CB,Right,Normal,73
219914,G. Varela,26,173,70,Uruguay,FC København,1100000,9000,RB,Right,Normal,77
221271,T. Pellenard,25,182,78,France,Angers SCO,1200000,9000,LB,Left,Lean,74
221737,Y. Moreno,24,177,70,Colombia,Club León,1300000,12000,LM,Left,Normal,61
222346,Shi Ke,26,184,80,China PR,Shanghai SIPG FC,1200000,7000,CB,Right,Normal,73
222889,L. Acevedo,27,197,97,Argentina,Club Atlético Colón,1100000,6000,CB,Right,Normal,70
223921,D. Kolovos,26,184,81,Greece,Panathinaikos FC,1300000,1000,CAM,Right,Normal,60
224123,D. Agazzi,26,173,70,Italy,Livorno,1300000,2000,CM,Right,Normal,80
225169,T. Mauricio,25,169,67,France,Racing Club de Lens,1300000,5000,RM,Left,Normal,61
225584,Q. Cornette,25,172,75,France,Amiens SC,1300000,9000,RM,Right,Normal,53
227602,F. Álvarez,26,184,70,Argentina,LA Galaxy,1300000,4000,CAM,Right,Normal,74
227787,Kim Jong Woo,25,181,70,Korea Republic,Suwon Samsung Bluewings,1300000,4000,CM,Right,Lean,75
230624,U. Nayir,26,191,75,Turkey,Beşiktaş JK,1300000,28000,ST,Right,Normal,64
232004,J. Moya,26,185,77,Colombia,Deportes Tolima,1200000,2000,CB,Right,Normal,64
232444,N. Falasco,25,182,79,Italy,Perugia,1200000,2000,LB,Left,Normal,73
232593,M. Suzuki,25,185,74,Japan,Hokkaido Consadole Sapporo,1300000,3000,ST,Right,Lean,44
232609,G. Notsuda,25,177,72,Japan,Sanfrecce Hiroshima,1300000,6000,CAM,Left,Normal,81
233207,S. Muroya,25,176,69,Japan,FC Tokyo,1200000,5000,RB,Right,Lean,87
233400,J. Glesnes,25,188,84,Norway,Strømsgodset IF,1200000,2000,CB,Right,Normal,72
233591,Pomares,26,182,74,Spain,AD Alcorcón,1100000,5000,LB,Left,Normal,80
234062,J. Kouffaty,26,169,71,Venezuela,Deportes Iquique,1300000,2000,CAM,Right,Normal,51
235707,D. Flores,26,171,73,Costa Rica,Sepsi OSK,1300000,6000,CAM,Right,Normal,72
